(color) Black and White(color) Color(color) num_critic_for_reviews director_facebook_likes actor_3_facebook_likes actor_1_facebook_likes gross Action(genres) Adventure(genres) Animation(genres) Biography(genres) Comedy(genres) Crime(genres) Documentary(genres) Drama(genres) Family(genres) Fantasy(genres) History(genres) Horror(genres) Music(genres) Musical(genres) Mystery(genres) Romance(genres) Sci-Fi(genres) Sport(genres) Thriller(genres) War(genres) Western(genres) num_voted_users cast_total_facebook_likes num_user_for_reviews (language) Cantonese(language) English(language) French(language) German(language) Hindi(language) Italian(language) Japanese(language) Mandarin(language) Russian(language) Spanish(language) Canada(country) France(country) UK(country) USA(country) (content_rating) Approved(content_rating) G(content_rating) Not Rated(content_rating) PG(content_rating) PG-13(content_rating) R(content_rating) Unrated(content_rating) budget title_year actor_2_facebook_likes movie_facebook_likes imdb_score
0 0 1 723 0 855 1000 760505847 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 886204 4834 3054 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 237000000 0 1 0 936 33000 79
0 0 1 302 563 1000 40000 309404152 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 471220 48350 1238 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 300000000 0 1 0 5000 0 71
0 0 1 602 0 161 11000 200074175 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 275868 11700 994 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 245000000 0 0 1 393 85000 68
0 0 1 813 22000 23000 27000 448130642 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1144337 106759 2701 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 250000000 0 0 1 23000 164000 85
1 0 0 0 131 0 131 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 143 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 12 0 71
0 0 1 462 475 530 640 73058679 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 212204 1873 738 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 263700000 0 0 1 632 24000 66
0 0 1 392 0 4000 24000 336530303 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 383056 46055 1902 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 258000000 0 1 0 11000 0 62
0 0 1 324 15 284 799 200807262 0 1 1 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 294810 2036 387 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 260000000 0 1 0 553 29000 78
0 0 1 635 0 19000 26000 458991599 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 462669 92000 1117 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 250000000 0 0 1 21000 118000 75
0 0 1 375 282 10000 25000 301956980 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 321795 58753 973 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 250000000 0 1 0 11000 10000 75
0 0 1 673 0 2000 15000 330249062 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 371639 24450 3018 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 250000000 0 0 1 4000 197000 69
0 0 1 434 0 903 18000 200069408 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 240396 29991 2367 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 209000000 0 1 0 10000 0 61
0 0 1 403 395 393 451 168368427 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 330784 2023 1243 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 200000000 0 1 0 412 0 67
0 0 1 313 563 1000 40000 423032628 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 522040 48486 1832 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 225000000 0 1 0 5000 5000 73
0 0 1 450 563 1000 40000 89289910 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 181792 45757 711 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 215000000 0 0 1 2000 48000 65
0 0 1 733 0 748 15000 291021565 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 548573 20495 2536 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 225000000 0 0 1 3000 118000 72
0 0 1 258 80 201 22000 141614023 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 149922 22697 438 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 225000000 0 1 0 216 0 66
0 0 1 703 0 19000 26000 623279547 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 995415 87697 1722 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 220000000 0 0 1 21000 123000 81
0 0 1 448 252 1000 40000 241063875 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 370704 54083 484 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 250000000 0 0 1 11000 58000 67
0 0 1 451 188 718 10000 179020854 1 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 268154 12572 341 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 225000000 0 0 1 816 40000 68
0 0 1 422 0 773 5000 255108370 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 354228 9152 802 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 250000000 0 0 1 972 65000 75
0 0 1 599 464 963 15000 262030663 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 451803 28489 1225 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 230000000 0 0 1 10000 56000 70
0 0 1 343 0 738 891 105219735 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 211765 3244 546 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 200000000 0 1 0 882 17000 67
0 0 1 509 0 773 5000 258355354 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 483540 9152 951 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 225000000 0 0 1 972 83000 79
0 0 1 251 129 1000 16000 70083519 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 149019 24106 666 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 180000000 0 1 0 6000 0 61
0 0 1 446 0 84 6000 218051260 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 316018 7123 2618 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 207000000 0 1 0 919 0 72
0 0 1 315 0 794 29000 658672302 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 793059 45223 2528 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 200000000 1 0 0 14000 26000 77
0 0 1 516 94 11000 21000 407197282 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 272670 64798 1022 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 250000000 0 0 1 19000 72000 82
0 0 1 377 532 627 14000 65173160 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 202382 26679 751 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 209000000 0 0 1 10000 44000 59
0 0 1 644 365 1000 3000 652177271 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 418214 8458 1290 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 150000000 0 0 1 2000 150000 70
0 0 1 750 0 393 883 304360277 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 522030 2039 1498 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 200000000 0 0 1 563 80000 78
0 0 1 300 0 4000 24000 373377893 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 411164 43388 1303 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 200000000 0 1 0 11000 0 73
0 0 1 608 1000 3000 21000 408992272 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 557489 30426 1187 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 200000000 0 0 1 4000 95000 72
0 0 1 451 13000 11000 40000 334185206 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 306320 79957 736 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 200000000 0 1 0 25000 24000 65
0 0 1 334 420 560 20000 234360014 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 383427 21714 1912 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 210000000 0 1 0 808 0 68
0 0 1 376 37 760 12000 268488329 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 235025 14863 265 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 200000000 0 0 1 779 44000 73
0 0 1 366 0 464 894 402076689 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 323207 3218 1439 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 200000000 0 1 0 581 0 60
0 0 1 378 0 808 974 245428137 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 242420 3988 918 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 210000000 0 0 1 956 56000 57
0 0 1 525 0 11000 44000 234903076 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 175409 73441 511 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 215000000 0 0 1 15000 60000 64
0 0 1 495 464 825 15000 202853933 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 321227 28631 1067 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 200000000 0 0 1 10000 41000 67
0 0 1 469 364 1000 12000 172051787 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 264183 25550 665 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 170000000 0 1 0 10000 30000 68
0 0 1 304 487 776 1000 191450875 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 101178 4482 283 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 200000000 0 0 1 919 10000 63
